CODIGO,NOMBRE,CICLO,OBLIGATORIO,CREDITOS,H_TEORICAS,H_PRACTICAS,PREREQUISITO
SA1908702,INTERVENCIÓN EN TERAPIA COGNITIVO CONDUCTUAL II,8,TRUE,4,2,4,INTERVENCIÓN EN TERAPIA COGNITIVO CONDUCTUAL I-INTERVENCIÓN PSICOLÓGICA EN EMERGENCIA Y DESASTRE
SA1908601,INVESTIGACIÓN I,8,TRUE,4,3,2,METODOLOGÍA DE LA INVESTIGACIÓN CIENTÍFICA
SA1908701,NEUROPSICOLOGÍA,8,TRUE,4,3,2,PSICOLOGÍA CLÍNICA Y DE LA SALUD-ABORDAJE DE NECESIDADES EDUCATIVAS ESPECIALES
SA1908703,PSICOLOGÍA FORENSE,8,TRUE,4,3,2,PSICOLOGÍA CLÍNICA Y DE LA SALUD
SA1908704,SELECCIÓN Y CONTRATACIÓN DE PERSONAL,8,FALSE,3,1,4,ABORDAJE Y ESTUDIO DE LA VIOLENCIA FAMILIAR Y FEMINICIDIO-PREVENCIÓN EN CONDUCTAS DE RIESGO Y CONVIVENCIA ESCOLAR
SA1909702,DISEÑO DE SERVICIOS PSICOLÓGICOS II,9,TRUE,2,1,2,DISEÑO DE SERVICIOS PSICOLÓGICOS I
SA1909701,INTERNADO EN PSICOLOGÍA I,9,TRUE,16,1,30,DOCTRINA SOCIAL DE LA IGLESIA-EVALUACIÓN DEL DESEMPEÑO CAPACITACIÓN Y DESARROLLO DEL PERSONAL-INTERVENCIÓN EN ADICCIONES-INTERVENCIÓN EN TERAPIA COGNITIVO CONDUCTUAL II-INVESTIGACIÓN I-NEUROPSICOLOGÍA-PSICOLOGÍA FORENSE-SELECCIÓN Y CONTRATACIÓN DE PERSONAL-DESARROLLO DE COMPETENCIAS DIGITALES-ESTRATEGIAS PARA EL APRENDIZAJE AUTÓNOMO-CIUDADANÍA E INTEGRACIÓN DE LA PERSONA CON DISCAPACIDAD-COMPRENSIÓN Y PRODUCCIÓN DE TEXTOS II-ECOLOGÍA Y DESARROLLO SOSTENIBLE-PROCESOS AFECTIVOS Y MOTIVACIONALES-PSICOLOGÍA SOCIAL COMUNITARIA-BIOÉTICA Y DEONTOLOGÍA-PSICOLOGÍA POSITIVA-ABORDAJE DE NECESIDADES EDUCATIVAS ESPECIALES-DISEÑO DE SERVICIOS PSICOLÓGICOS I-INTERVENCIÓN PSICOLÓGICA EN EMERGENCIA Y DESASTRE
SA1909601,INVESTIGACIÓN II,9,TRUE,3,2,2,INVESTIGACIÓN I
SA1910701,INTERNADO EN PSICOLOGÍA II,10,TRUE,18,3,30,INTERNADO EN PSICOLOGÍA I
SA1910601,TRABAJO DE INVESTIGACIÓN,10,TRUE,3,2,2,INVESTIGACIÓN II
